01,06,2019,12:30:25 12
01,06,2019,12:31:25 29
01,06,2019,12:32:25 40
01,06,2019,12:33:25 23
01,06,2019,12:34:25 -3
01,06,2019,12:35:25 -6
01,06,2019,12:36:25 18
01,06,2019,12:37:25 12
01,06,2019,12:38:25 16
01,06,2019,12:39:25 18
01,06,2019,12:40:25 27
01,06,2019,12:41:25 11
01,06,2019,12:42:25 21
01,06,2019,12:43:25 -8
01,06,2019,12:44:25 18
01,06,2019,12:45:25 6
01,06,2019,12:46:25 4
01,06,2019,12:47:25 0
01,06,2019,12:48:25 36
01,06,2019,12:49:25 41
01,06,2019,12:50:25 13
01,06,2019,12:51:25 -10
01,06,2019,12:52:25 12
01,06,2019,12:53:25 21
01,06,2019,12:54:25 -10
01,06,2019,12:55:25 22
01,06,2019,12:56:25 46
01,06,2019,12:57:25 -9
01,06,2019,12:58:25 20
01,06,2019,12:59:25 -9
