01,06,2019,12:09:58 11
01,06,2019,12:10:58 18
01,06,2019,12:11:58 13
01,06,2019,12:12:58 16
01,06,2019,12:13:58 24
01,06,2019,12:14:58 28
01,06,2019,12:15:58 21
01,06,2019,12:16:58 30
01,06,2019,12:17:58 31
01,06,2019,12:18:58 33
01,06,2019,12:19:58 32
01,06,2019,12:20:58 44
01,06,2019,12:21:58 43
01,06,2019,12:22:58 45
01,06,2019,12:23:58 44
01,06,2019,12:24:58 40
01,06,2019,12:25:58 45
01,06,2019,12:26:58 46
01,06,2019,12:27:58 44
01,06,2019,12:28:58 44
01,06,2019,12:29:58 34
01,06,2019,12:30:58 34
01,06,2019,12:31:58 32
01,06,2019,12:32:58 31
01,06,2019,12:33:58 30
01,06,2019,12:34:58 30
01,06,2019,12:35:58 27
01,06,2019,12:36:58 20
01,06,2019,12:37:58 21
01,06,2019,12:38:58 23
