01,06,2019,12:09:58 1881 1340 403
01,06,2019,12:10:58 2078 1430 432
01,06,2019,12:11:58 2163 1450 469
01,06,2019,12:12:58 2286 1600 590
01,06,2019,12:13:58 2484 1584 643
01,06,2019,12:14:58 2318 1690 784
01,06,2019,12:15:58 2827 1720 834
01,06,2019,12:16:58 3344 1903 905
01,06,2019,12:17:58 3269 2039 1022
01,06,2019,12:18:58 3333 2140 1432
01,06,2019,12:19:58 3408 2340 1564
01,06,2019,12:20:58 3364 2400 1642
01,06,2019,12:21:58 4293 2603 1721
01,06,2019,12:22:58 4125 2530 1643
01,06,2019,12:23:58 4407 2604 1685
01,06,2019,12:24:58 4579 2703 1699
01,06,2019,12:25:58 4273 2532 1453
01,06,2019,12:26:58 4759 2599 1522
01,06,2019,12:27:58 4684 2423 1453
01,06,2019,12:28:58 3934 2212 1320
01,06,2019,12:29:58 3944 2303 1321
01,06,2019,12:30:58 4748 2531 1542
01,06,2019,12:31:58 3957 2159 1321
01,06,2019,12:32:58 2502 1924 1153
01,06,2019,12:33:58 2841 1857 1094
01,06,2019,12:34:58 2314 1732 940
01,06,2019,12:35:58 1487 1403 842
01,06,2019,12:36:58 1960 1509 902
01,06,2019,12:37:58 1941 1489 873
01,06,2019,12:38:58 1906 1453 784
