01,06,2019,12:09:58 21
01,06,2019,12:10:58 28
01,06,2019,12:11:58 23
01,06,2019,12:12:58 26
01,06,2019,12:13:58 34
01,06,2019,12:14:58 38
01,06,2019,12:15:58 37
01,06,2019,12:16:58 44
01,06,2019,12:17:58 49
01,06,2019,12:18:58 43
01,06,2019,12:19:58 48
01,06,2019,12:20:58 54
01,06,2019,12:21:58 53
01,06,2019,12:22:58 55
01,06,2019,12:23:58 57
01,06,2019,12:24:58 69
01,06,2019,12:25:58 63
01,06,2019,12:26:58 59
01,06,2019,12:27:58 54
01,06,2019,12:28:58 54
01,06,2019,12:29:58 44
01,06,2019,12:30:58 48
01,06,2019,12:31:58 47
01,06,2019,12:32:58 52
01,06,2019,12:33:58 51
01,06,2019,12:34:58 44
01,06,2019,12:35:58 37
01,06,2019,12:36:58 30
01,06,2019,12:37:58 31
01,06,2019,12:38:58 33
